file	line	bytes	tag	action	reason
scripts/check-content.mjs	231	1809	CONTRACT	rewrite	the subject, the scope control and the two derivations; the determinism aside goes to the history document
scripts/check-content.mjs	265	23	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	293	384	WHY	rewrite	what it proves about the validator, in one line
scripts/check-content.mjs	308	357	WHY	rewrite	why it is asserted on the record, in one line
scripts/check-content.mjs	328	269	WHY	rewrite	what a silent drop would cost
scripts/check-content.mjs	348	210	WHY	rewrite	what this owns that a fixture cannot
scripts/check-content.mjs	363	321	WHY	rewrite	what a record carrying markup would do
scripts/check-content.mjs	415	701	WHY	rewrite	why the strip is required; the fixture aside goes to the history document
scripts/check-content.mjs	434	985	CONTRACT	rewrite	the claim and the two derivations; the six-output enumeration goes to the history document
scripts/check-content.mjs	454	23	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	487	191	WHY	rewrite	why it is asserted on the record, in one line
scripts/check-content.mjs	507	275	WHY	rewrite	why on the output and not the validator
scripts/check-content.mjs	524	311	WHY	rewrite	the same reason as the math side, in one line
scripts/check-content.mjs	533	18	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	536	18	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	537	18	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	538	18	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	539	18	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	574	920	CONTRACT	rewrite	the failure it exists for and the both-directions rule
scripts/check-content.mjs	591	64	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	604	21	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	633	198	WHY	rewrite	what a zero-face derivation would agree with
scripts/check-content.mjs	648	23	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	691	1302	CONTRACT	rewrite	what the schema cannot decide and why the count is printed; the widening's timing goes to the history document
scripts/check-content.mjs	716	23	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	723	199	WHY	rewrite	why external links are out of scope, in one line
scripts/check-content.mjs	748	960	CONTRACT	rewrite	why a stale copy is worse than none, and the separate scope numbers
scripts/check-content.mjs	770	21	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	797	1263	NUMBER	rewrite	why floors and why they are set by hand; the re-measurement, the drift figures and the tolerance formula go to the history document
scripts/check-content.mjs	833	475	WHY	rewrite	why it is named rather than left to the bytes
scripts/check-content.mjs	859	1683	CONTRACT	rewrite	why a Worker cannot list its assets, the tier argument and the boundary; the shipped-commit example and the ordering note go to the history document
scripts/check-content.mjs	892	228	WHY	rewrite	what a broken walk and an empty directory share
scripts/check-content.mjs	904	23	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	906	62	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	910	272	WHY	rewrite	why the default is absent, in one line
scripts/check-content.mjs	915	62	CONTRACT	keep	one line already; kept
scripts/check-content.mjs	930	233	WHY	rewrite	why order is compared as well as membership
scripts/check-content.mjs	965	1542	CONTRACT	rewrite	the three reconciliations and why it does not re-encode; the finding reference goes to the history document
scripts/check-content.mjs	995	231	WHY	rewrite	what an empty expectation would agree with
scripts/check-content.mjs	1010	23	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	1012	23	CONTRACT	keep	type annotation only; kept
scripts/check-content.mjs	1046	185	WHY	rewrite	why the executed count is paired, in one line
scripts/check-content.mjs	1057	1451	CONTRACT	rewrite	why it is a defect, the two live paths and why git is asked; the gitignore entry and the tripwire framing go to the history document
scripts/check-content.mjs	1084	258	WHY	rewrite	the three states and which one is a pass
scripts/check-content.mjs	1103	280	WHY	rewrite	what each exit code means and which branch fails closed
scripts/check-content.mjs	1136	22	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	1	3116	CONTRACT	rewrite	the boundary against check:backup, what it restores from, the Time Travel limit and the production guard; the backup-store argument and the deletion note go to the history document
scripts/restore-drill.mjs	69	61	CONTRACT	keep	one line already; kept
scripts/restore-drill.mjs	72	1448	WHY	rewrite	why the UUID and which database the config poisons; the error text, the CI runs and the class note go to the history document
scripts/restore-drill.mjs	103	255	WHY	rewrite	why dated and why prefixed, in two lines
scripts/restore-drill.mjs	116	314	CONTRACT	rewrite	the argument order and what a string in the condition slot does
scripts/restore-drill.mjs	133	339	CONTRACT	rewrite	why one quoted string; the FAILURES reference goes to the history document
scripts/restore-drill.mjs	152	479	WHY	rewrite	what a head slice reported; the banner enumeration goes to the history document
scripts/restore-drill.mjs	172	548	CONTRACT	rewrite	the guard and why it checks both directions
scripts/restore-drill.mjs	192	387	WHY	rewrite	resolving bindings rather than spellings, on the guard
scripts/restore-drill.mjs	214	341	CONTRACT	rewrite	why --json rather than the printed table
scripts/restore-drill.mjs	233	243	WHY	rewrite	why the payload is located rather than parsed whole
scripts/restore-drill.mjs	245	1177	WHY	rewrite	why the runner cannot be used and what replaces the bookkeeping table; the measurement and the refusal text go to the history document
scripts/restore-drill.mjs	272	354	WHY	rewrite	why derived, in one line
scripts/restore-drill.mjs	282	1573	WHY	rewrite	why order matters despite the PRAGMA, and why the edges are derived; both measured runs go to the history document
scripts/restore-drill.mjs	317	39	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	336	308	WHY	rewrite	why the caller asserts it and what the silent zero is
scripts/restore-drill.mjs	342	23	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	345	54	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	357	81	CONTRACT	keep	one line already; kept
scripts/restore-drill.mjs	373	26	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	389	536	WHY	rewrite	why the shadow tables, in two lines
scripts/restore-drill.mjs	406	304	CONTRACT	rewrite	why sqlite_master and why the DDL comes with it
scripts/restore-drill.mjs	415	283	CONTRACT	rewrite	whose tables these are, in two lines
scripts/restore-drill.mjs	429	791	WHY	rewrite	why a sweep exists and why it is bounded; the two leaked names go to the history document
scripts/restore-drill.mjs	446	373	WHY	rewrite	why it is parsed outside the branch, in two lines
scripts/restore-drill.mjs	454	75	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	457	245	WHY	rewrite	why there is no fallback, in one line
scripts/restore-drill.mjs	496	37	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	500	75	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	510	477	WHY	rewrite	the silent fallback the scope check catches
scripts/restore-drill.mjs	529	55	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	533	843	WHY	rewrite	why there is no status check and which throw is load-bearing
scripts/restore-drill.mjs	562	302	WHY	rewrite	why progress is printed, in one line
scripts/restore-drill.mjs	580	76	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	592	75	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	625	76	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	627	1171	WHY	rewrite	the collision, the reverse order and why no index can reach the list; the measurement goes to the history document
scripts/restore-drill.mjs	661	76	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	663	1142	WHY	rewrite	why one file and what the PRAGMA buys; the two failing tables and the per-table history go to the history document
scripts/restore-drill.mjs	685	23	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	688	80	CONTRACT	keep	one line already; kept
scripts/restore-drill.mjs	705	391	WHY	rewrite	the citation and what makes the equalities meaningful
scripts/restore-drill.mjs	734	76	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	745	379	WHY	rewrite	why per column rather than one deep-equal
scripts/restore-drill.mjs	752	20	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	766	360	WHY	rewrite	what this drill can say that nothing else can
scripts/restore-drill.mjs	780	20	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	791	75	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	793	801	WHY	rewrite	what the comparison replaces and why both sides use one classifier; RECOVERY.md's dated observation goes to the history document
scripts/restore-drill.mjs	807	45	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	845	74	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	847	825	WHY	rewrite	why not a sample and what this adds over the health poll; the bucket's object count goes to the history document
scripts/restore-drill.mjs	870	23	CONTRACT	keep	type annotation only; kept
scripts/restore-drill.mjs	878	285	WHY	rewrite	why size corroborates and why the rule is restated here
scripts/restore-drill.mjs	908	74	CONTRACT	rewrite	section marker, rule padding cut
scripts/restore-drill.mjs	925	531	NUMBER	rewrite	what the count moves with; the measurement, the date and the two earlier readings go to the history document
scripts/restore-drill.mjs	945	236	WHY	rewrite	why exitCode; the measurement goes to the history document
scripts/restore-drill.mjs	953	22	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	1	3324	CONTRACT	rewrite	the subject, the two pairs, the boundary and what is and is not compared; the images-binding incident, the conventions quotation and the aged boundary note go to the history document
scripts/check-config.mjs	73	467	WHY	rewrite	why it is declared here; the ReferenceError run goes to the history document
scripts/check-config.mjs	88	83	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	103	831	WHY	rewrite	what the map holds and why the shape is per entry
scripts/check-config.mjs	145	600	CONTRACT	rewrite	why one routine rather than two
scripts/check-config.mjs	180	155	CONTRACT	keep	why narrowed; two lines already
scripts/check-config.mjs	190	302	WHY	rewrite	how two blind surfaces agree; the plant goes to the history document
scripts/check-config.mjs	207	69	WHY	keep	one line already; kept
scripts/check-config.mjs	214	798	NUMBER	rewrite	what `> 0` cannot see; the sweep's date and the measurement go to the history document
scripts/check-config.mjs	258	71	CONTRACT	keep	one line already; kept
scripts/check-config.mjs	272	1498	WHY	rewrite	why vars are compared at all, and the two-questions distinction; the discovery date and both examples go to the history document
scripts/check-config.mjs	299	38	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	300	38	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	338	789	WHY	rewrite	what an invocation log carries and why parity is not the property; the date goes to the history document
scripts/check-config.mjs	377	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-config.mjs	393	226	WHY	rewrite	what a clone without it would do, in two lines
scripts/check-config.mjs	401	470	WHY	rewrite	why the value is asserted and not just parity
scripts/check-config.mjs	420	130	CONTRACT	keep	two lines already; kept
scripts/check-config.mjs	424	402	WHY	rewrite	what the length check makes explicit; the simplification account goes to the history document
scripts/check-config.mjs	440	946	WHY	rewrite	why a word and not a NUL; the arrival-as-a-byte account goes to the history document
scripts/check-config.mjs	466	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-config.mjs	468	699	WHY	rewrite	what described the watchdog before, and why workers_dev is asserted false; the date goes to the history document
scripts/check-config.mjs	507	882	WHY	rewrite	who owns the cron and why exactly one; the section-25 history goes to the history document
scripts/check-config.mjs	551	739	WHY	rewrite	why absent is not empty and why present-and-array; the stray cron's dates go to the history document
scripts/check-config.mjs	584	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-config.mjs	589	38	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	596	876	WHY	rewrite	what the per-field assertions miss and why the needles are read; the ae-probe incident goes to the history document
scripts/check-config.mjs	614	76	CONTRACT	keep	type annotation plus what the pair holds; one line already
scripts/check-config.mjs	615	38	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	616	18	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	619	18	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	622	241	WHY	rewrite	both arms, and why the floor is on the count
scripts/check-config.mjs	645	23	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	652	65	CONTRACT	keep	one line already; kept
scripts/check-config.mjs	667	75	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-config.mjs	669	1110	WHY	rewrite	what a span carries and why explicitly-false; the ruling's date and the redact aside go to the history document
scripts/check-config.mjs	712	79	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-config.mjs	714	1923	WHY	rewrite	what the live half adds, why it is behind a flag and why it fails closed; the aged boundary note and the stray cron's dates go to the history document
scripts/check-config.mjs	782	78	CONTRACT	keep	one line already; kept
scripts/check-config.mjs	791	31	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	802	243	WHY	rewrite	why the two directions are named separately
scripts/check-config.mjs	807	21	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	808	21	CONTRACT	keep	type annotation only; kept
scripts/check-config.mjs	834	834	NUMBER	rewrite	what an empty surface would do; the three dated readings and the guessed figure go to the history document
scripts/check-config.mjs	850	661	NUMBER	rewrite	why the floor tracks the offline count; the two dated runs and the tolerance arithmetic go to the history document
scripts/check-config.mjs	861	590	NUMBER	rewrite	why one name per branch; the measurement and the failing run go to the history document
scripts/check-config.mjs	882	634	WHY	rewrite	why exitCode, and why a race is worse than a consistent failure; the assertion text goes to the history document
scripts/check-microformats.mjs	1	3637	CONTRACT	rewrite	the boundary, why a parser, fixture independence and the fail-closed rule; the placement argument, the rejected reader and the practical-effect paragraph go to the history document
scripts/check-microformats.mjs	87	23	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	91	389	CONTRACT	rewrite	why this argument order and the citation, in two lines
scripts/check-microformats.mjs	106	1115	WHY	rewrite	why a second read, why the scope is bounded and where the path comes from; the section 15b catch goes to the history document
scripts/check-microformats.mjs	130	77	WHY	keep	one line already; kept
scripts/check-microformats.mjs	142	160	CONTRACT	keep	one owner for the lookup; already short
scripts/check-microformats.mjs	153	126	CONTRACT	keep	why flattened; already short
scripts/check-microformats.mjs	158	20	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	160	20	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	165	20	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	173	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-microformats.mjs	175	626	WHY	rewrite	why it is built and why the failure is named
scripts/check-microformats.mjs	198	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	200	223	WHY	rewrite	the first discipline with its citation, in two lines
scripts/check-microformats.mjs	217	1222	WHY	rewrite	why one source for expectation and subject, and why its own bundle call; the rejected alternatives go to the history document
scripts/check-microformats.mjs	253	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	254	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	273	251	CONTRACT	keep	why the built record; already short
scripts/check-microformats.mjs	284	315	WHY	rewrite	why the mentions block is empty here
scripts/check-microformats.mjs	297	1172	WHY	rewrite	what the wrong field arranged never to see, and the one honest difference; the live parse date goes to the history document
scripts/check-microformats.mjs	336	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-microformats.mjs	353	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	355	247	WHY	rewrite	why exactly one, in two lines
scripts/check-microformats.mjs	384	466	WHY	rewrite	why it is asserted as the body and why by length
scripts/check-microformats.mjs	392	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	402	157	WHY	keep	where each side comes from; two lines already
scripts/check-microformats.mjs	414	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	435	540	WHY	rewrite	why the gate is conditional in both directions
scripts/check-microformats.mjs	453	1031	WHY	rewrite	why the count must not move with the checkout, and where the threshold stays owned; the CI arithmetic goes to the history document
scripts/check-microformats.mjs	483	352	WHY	rewrite	why the whole-page count is pinned
scripts/check-microformats.mjs	506	1261	WHY	rewrite	why the fixture went and why the split is not asserted; the synthetic control's account goes to the history document
scripts/check-microformats.mjs	534	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-microformats.mjs	537	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	537	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	542	483	WHY	rewrite	why the count is derived through the route's own helpers
scripts/check-microformats.mjs	565	83	CONTRACT	keep	one line already; kept
scripts/check-microformats.mjs	572	631	WHY	rewrite	why both ends and why a Set
scripts/check-microformats.mjs	593	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	613	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	617	528	WHY	rewrite	what the page actually promises; the refuted prompt goes to the history document
scripts/check-microformats.mjs	639	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	642	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	644	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	664	349	WHY	rewrite	why paired in both directions
scripts/check-microformats.mjs	685	219	WHY	rewrite	what a consumer would be handed
scripts/check-microformats.mjs	705	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-microformats.mjs	707	839	WHY	rewrite	why the fixture is derived; the dark-block incident goes to the history document
scripts/check-microformats.mjs	722	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	723	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	745	141	CONTRACT	keep	why the missing state; two lines already
scripts/check-microformats.mjs	751	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	770	468	WHY	rewrite	why no photo, with its citation, and why the assertion inverts
scripts/check-microformats.mjs	788	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	799	18	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	819	318	WHY	rewrite	what a moved class would do to the entries
scripts/check-microformats.mjs	832	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-microformats.mjs	834	614	WHY	rewrite	why on the rendered pages and why a named list
scripts/check-microformats.mjs	847	38	CONTRACT	keep	type annotation only; kept
scripts/check-microformats.mjs	877	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-microformats.mjs	879	1972	NUMBER	rewrite	what the count is a function of, why the floor is tight and what it costs; three dated re-measurements and the CI proof go to the history document
scripts/check-logo.mjs	1	3176	CONTRACT	rewrite	the boundary, the two named gaps and why the fixtures stay; the collapse narrative and the v4 amendment prose go to the history document
scripts/check-logo.mjs	73	74	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	77	68	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	80	68	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	85	23	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	88	88	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	100	396	WHY	rewrite	why comments go first; the check:contrast incident goes to the history document
scripts/check-logo.mjs	111	846	WHY	rewrite	the prohibition and its because; the audit's wrong diagnosis goes to the history document
scripts/check-logo.mjs	130	58	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	134	126	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	145	25	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	153	119	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	159	151	WHY	keep	why the strong stripper here; two lines already
scripts/check-logo.mjs	165	25	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	180	229	CONTRACT	rewrite	section marker plus the scope rule, in one line
scripts/check-logo.mjs	198	202	CONTRACT	rewrite	section marker plus which viewBox is which
scripts/check-logo.mjs	205	83	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	231	62	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	237	1117	WHY	rewrite	what the geometry comparisons could not see, and the closed set; the v4 narrative goes to the history document
scripts/check-logo.mjs	257	68	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	258	695	WHY	rewrite	why a gate narrowed to fit a defect is worse than the defect, and the citation; the build-2 account goes to the history document
scripts/check-logo.mjs	273	919	WHY	rewrite	the dichotomy lesson and what actually moved; the tokens, the dates and the ratio go to the history document
scripts/check-logo.mjs	293	392	WHY	rewrite	why the whole set and not one file; the split's date goes to the history document
scripts/check-logo.mjs	300	452	WHY	rewrite	why the shared helper is safe here and where the hazard would land
scripts/check-logo.mjs	310	38	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	318	118	WHY	keep	the zero-scope arm; two lines already
scripts/check-logo.mjs	329	72	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	343	2001	WHY	rewrite	why it lives here, the two failure shapes and why the probe point is derived; the ruling's placement argument goes to the history document
scripts/check-logo.mjs	378	301	CONTRACT	rewrite	section marker plus why two implementations
scripts/check-logo.mjs	384	54	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	396	151	CONTRACT	keep	why a known payload; two lines already
scripts/check-logo.mjs	421	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-logo.mjs	438	187	WHY	rewrite	what the directory alone cannot see
scripts/check-logo.mjs	450	78	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-logo.mjs	452	140	WHY	keep	the zero-scope loop; two lines already
scripts/check-logo.mjs	462	854	WHY	rewrite	why the query must be absent; the superseded design's measurement goes to the history document
scripts/check-logo.mjs	496	750	NUMBER	rewrite	why not scope-floored and why the SVG block sits inside the margin; the measurement and the wrong first estimate go to the history document
scripts/check-logo.mjs	518	2244	CONTRACT	rewrite	what the text comparisons cannot see, the two sides and what they share; the hand proof's date and the token aside go to the history document
scripts/check-logo.mjs	568	301	CONTRACT	rewrite	why the font and why the cast, in two lines
scripts/check-logo.mjs	573	18	CONTRACT	keep	type annotation only; kept
scripts/check-logo.mjs	598	133	WHY	keep	why it fails here rather than three sections later; two lines already
scripts/check-logo.mjs	608	70	CONTRACT	keep	one line already; kept
scripts/check-logo.mjs	628	145	CONTRACT	keep	what EXPECTED is made of; two lines already
scripts/check-logo.mjs	670	225	NUMBER	rewrite	why a floor and not a measurement; the inked figure goes to the history document
scripts/check-logo.mjs	680	993	WHY	rewrite	why zero is the honest number and what can drift it; both plant measurements go to the history document
scripts/check-logo.mjs	702	687	NUMBER	rewrite	why the floor allows one and what every other silence looks like; the measurement goes to the history document
scripts/check-logo.mjs	724	77	CONTRACT	rewrite	section marker, rule padding cut
scripts/check-logo.mjs	726	797	NUMBER	rewrite	what this floors that the section floor cannot, and why never summed; the measurements and the dated readings go to the history document
scripts/improve-report.mjs	1	1849	CONTRACT	rewrite	where it runs, what it never reads, why TAP and the stream mode; the two audit findings and the byte-identical note go to the history document
scripts/improve-report.mjs	32	287	WHY	rewrite	why column 0 is unreachable, in two lines
scripts/improve-report.mjs	38	504	WHY	rewrite	what TAP escaping does not cover; the date and the phase name go to the history document
scripts/improve-report.mjs	44	28	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	50	239	CONTRACT	rewrite	what a segment is and why it is declared once
scripts/improve-report.mjs	53	156	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	61	1177	WHY	rewrite	why the map lives here, the offline rule and what null means; the CI plant and the dates go to the history document
scripts/improve-report.mjs	103	776	WHY	rewrite	why two exclusions and that neither is to move a number; the scores and the ruling date go to the history document
scripts/improve-report.mjs	123	159	CONTRACT	keep	what null means here; two lines already
scripts/improve-report.mjs	132	1144	WHY	rewrite	what the manifest is not, what it buys and the two consumers; the broken anchor's figures go to the history document
scripts/improve-report.mjs	152	32	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	157	115	CONTRACT	keep	what the file may contain; two lines already
scripts/improve-report.mjs	159	27	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	167	376	CONTRACT	rewrite	why relative specifiers only, and why bound names count
scripts/improve-report.mjs	173	27	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	175	26	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	177	489	WHY	rewrite	the anchor and the boundary; the five bad runs and their names go to the history document
scripts/improve-report.mjs	201	925	WHY	keep	the snapshot rule and the no-suppression rule; carries a tool directive, kept byte-identical
scripts/improve-report.mjs	222	300	CONTRACT	rewrite	what it returns and why it never names a file
scripts/improve-report.mjs	226	104	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	232	26	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	254	801	WHY	rewrite	why files rather than an inlined string, and what the tree list buys
scripts/improve-report.mjs	265	32	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	267	34	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	269	37	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	276	235	CONTRACT	keep	what counts as a top-level result; already short
scripts/improve-report.mjs	279	27	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	290	133	CONTRACT	keep	what null means; two lines already
scripts/improve-report.mjs	292	27	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	299	201	WHY	rewrite	why zero results is not a pass
scripts/improve-report.mjs	302	27	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	308	674	CONTRACT	rewrite	what bounds the stream and what the four kinds are
scripts/improve-report.mjs	318	56	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	324	24	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	326	29	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	329	384	WHY	rewrite	why the assignment is outside the closure
scripts/improve-report.mjs	334	85	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	340	22	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	374	105	CONTRACT	keep	one rule for one case and for a stream; already short
scripts/improve-report.mjs	376	56	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	388	214	WHY	rewrite	why an unterminated stream scores zero
scripts/improve-report.mjs	391	56	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	401	707	CONTRACT	rewrite	where the two numbers come from and what null means
scripts/improve-report.mjs	413	85	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	420	34	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	421	53	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	422	22	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	423	306	CONTRACT	rewrite	what counts as having run and why it is spelled out
scripts/improve-report.mjs	427	34	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	434	28	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	438	21	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	439	486	WHY	rewrite	how zero matches read as zero problems; the tool, the date and the exit code go to the history document
scripts/improve-report.mjs	450	618	WHY	rewrite	what a declared-but-never-reported metric did, and the both-directions test; the audit number goes to the history document
scripts/improve-report.mjs	462	191	CONTRACT	rewrite	why coercion is refused
scripts/improve-report.mjs	465	29	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	470	1015	CONTRACT	rewrite	the six modes, kept because they are the interface; the trusted-stash aside goes to the history document
scripts/improve-report.mjs	483	29	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	494	483	WHY	rewrite	what a clean zero cannot distinguish
scripts/improve-report.mjs	519	307	CONTRACT	keep	what it reads and why no filename; already short
scripts/improve-report.mjs	525	23	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	540	30	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	562	34	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	582	403	WHY	rewrite	what a bare null cannot tell apart
scripts/improve-report.mjs	603	246	WHY	rewrite	why both ends of the output
scripts/improve-report.mjs	607	483	WHY	rewrite	what the leading space defends against; the test name goes to the history document
scripts/improve-report.mjs	618	38	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	625	255	WHY	rewrite	what a disagreement looks like and which side wins
scripts/improve-report.mjs	629	38	CONTRACT	keep	type annotation only; kept
scripts/improve-report.mjs	638	75	CONTRACT	keep	type annotation only; kept
